series_id	status	title	reason
2837	not_found	(Hoshi ni Negai wo (one shot	SparkManga search returned no usable /manga/ candidate.
2839	not_found	That House Where I Live with You	SparkManga search returned no usable /manga/ candidate.
2840	not_found	Usemono Yado	SparkManga search returned no usable /manga/ candidate.
2842	not_found	Aku no Kyouten	SparkManga search returned no usable /manga/ candidate.
2843	not_found	Re:Zero Kara Hajimeru Isekai Seikatsu - Dainishou - Yashiki no Shuukan Hen	SparkManga search returned no usable /manga/ candidate.
2845	not_found	Weekly Boys' Dating Agency	SparkManga search returned no usable /manga/ candidate.
2847	not_found	Shinyaku Märchen	SparkManga search returned no usable /manga/ candidate.
2849	not_found	Let's! Haikyu!?	SparkManga search returned no usable /manga/ candidate.
2850	not_found	Dragon Ball Zero	SparkManga search returned no usable /manga/ candidate.
2851	not_found	The 7 Wonders of the World	SparkManga search returned no usable /manga/ candidate.
2852	not_found	Flying In The Darkness	SparkManga search returned no usable /manga/ candidate.
2854	not_found	A Change To Fisabilillah	SparkManga search returned no usable /manga/ candidate.
2855	not_found	I Love YOO - v1	SparkManga search returned no usable /manga/ candidate.
2856	not_found	Tokyo Ghoul: Redrawn	SparkManga search returned no usable /manga/ candidate.
2857	not_found	Chasing The Sun	SparkManga search returned no usable /manga/ candidate.
2858	not_found	Bokura wa Bara no Ko	SparkManga search returned no usable /manga/ candidate.
2859	not_found	Detective Conan: Countdown To Heaven	SparkManga search returned no usable /manga/ candidate.
2860	not_found	The Precious Spirit - one shot	SparkManga search returned no usable /manga/ candidate.
2861	not_found	Keyaki no Ki	SparkManga search returned no usable /manga/ candidate.
2862	not_found	SSG - Meimon Danshikou Keppuuroku	SparkManga search returned no usable /manga/ candidate.
2864	not_found	Yumeoi	SparkManga search returned no usable /manga/ candidate.
2866	ambiguous	Oops.	Multiple or borderline candidates; no mapping was guessed.
2867	not_found	The Zombie Maria	SparkManga search returned no usable /manga/ candidate.
2868	not_found	OFR-Ice	SparkManga search returned no usable /manga/ candidate.
2869	not_found	Money and Intelligence	SparkManga search returned no usable /manga/ candidate.
2870	not_found	Mosquito Girl	SparkManga search returned no usable /manga/ candidate.
2871	not_found	Magical 12th Graders	SparkManga search returned no usable /manga/ candidate.
2872	not_found	Kuzumi-kun, Kuuki Yometemasu ka?	SparkManga search returned no usable /manga/ candidate.
2873	not_found	Koi no Mizu Kudasai	SparkManga search returned no usable /manga/ candidate.
2874	not_found	Layers Anarchy	SparkManga search returned no usable /manga/ candidate.
2875	ambiguous	Byebye Liberty	Multiple or borderline candidates; no mapping was guessed.
2877	not_found	Niflheim	SparkManga search returned no usable /manga/ candidate.
2882	not_found	Mikami Sensei no Aishikata	SparkManga search returned no usable /manga/ candidate.
2883	not_found	Into The Net!	SparkManga search returned no usable /manga/ candidate.
2884	not_found	Koi Inu.	SparkManga search returned no usable /manga/ candidate.
2885	not_found	Bluechair	SparkManga search returned no usable /manga/ candidate.
2886	not_found	Nekogahara: Stray Cat Samurai	SparkManga search returned no usable /manga/ candidate.
2887	not_found	Kamiki Kyoudai Okotowari	SparkManga search returned no usable /manga/ candidate.
2890	not_found	Bameur Geonneun Seonbi	SparkManga search returned no usable /manga/ candidate.
2904	not_found	Deep Love: Ayu no Monogatari	SparkManga search returned no usable /manga/ candidate.
2908	not_found	Rurouni Kenshin Uramaku: Honoo wo Suberu	SparkManga search returned no usable /manga/ candidate.
2919	ambiguous	ADAM	Multiple or borderline candidates; no mapping was guessed.
2941	not_found	Death Note Specials	SparkManga search returned no usable /manga/ candidate.
2943	not_found	Distancia ~ The Untouchable One ~	SparkManga search returned no usable /manga/ candidate.
2970	ambiguous	4 Cut Hero	Multiple or borderline candidates; no mapping was guessed.
2977	not_found	Sakasama Cranberry	SparkManga search returned no usable /manga/ candidate.
2997	not_found	Tripitaka Torinique	SparkManga search returned no usable /manga/ candidate.
3043	ambiguous	Rain	Multiple or borderline candidates; no mapping was guessed.
3046	ambiguous	I Want To Be	Multiple or borderline candidates; no mapping was guessed.
3051	not_found	The Manga Guide to Physiology	SparkManga search returned no usable /manga/ candidate.
3052	not_found	Takane no Hana nara Ochitekoi!!	SparkManga search returned no usable /manga/ candidate.
3053	not_found	Killing City	SparkManga search returned no usable /manga/ candidate.
3055	not_found	Kino no Tabi: The Beautiful World	SparkManga search returned no usable /manga/ candidate.
3097	not_found	Bambi to Dhole	SparkManga search returned no usable /manga/ candidate.
3104	not_found	Horror Anthology Comic Shikaku	SparkManga search returned no usable /manga/ candidate.
3118	not_found	Jisatsuya Honpo	SparkManga search returned no usable /manga/ candidate.
3148	ambiguous	Days	Multiple or borderline candidates; no mapping was guessed.
3149	not_found	Immortal Regis	SparkManga search returned no usable /manga/ candidate.
3158	not_found	نشرة ثيرابي	SparkManga search returned no usable /manga/ candidate.
3175	not_found	Kiss Shite mo Ii Koro	SparkManga search returned no usable /manga/ candidate.
3192	not_found	Reincarnation No Kaben	SparkManga search returned no usable /manga/ candidate.
3193	not_found	Kon’ya wa Tsuki ga Kirei desu ga, Toriaezu Shine	SparkManga search returned no usable /manga/ candidate.
3217	not_found	Amaama-kun no Okashi na Yuuwaku	SparkManga search returned no usable /manga/ candidate.
3221	ambiguous	LV999 No Murabito	Multiple or borderline candidates; no mapping was guessed.
3226	not_found	Heroine☆Complex	SparkManga search returned no usable /manga/ candidate.
3236	not_found	Twin Roll	SparkManga search returned no usable /manga/ candidate.
3281	not_found	Tongari Boushi no Atelier	Candidates existed, but none reached the safe match threshold.
3312	not_found	Combat Continent	Candidates existed, but none reached the safe match threshold.
3334	not_found	1LDK♥Shitsuji	SparkManga search returned no usable /manga/ candidate.
3354	ambiguous	Fukushuu Kyoushitsu	Multiple or borderline candidates; no mapping was guessed.
3357	not_found	Argate online	SparkManga search returned no usable /manga/ candidate.
3359	not_found	Hidden Surface Town	SparkManga search returned no usable /manga/ candidate.
3365	ambiguous	Akai Mi Hajiketa	Multiple or borderline candidates; no mapping was guessed.
3369	ambiguous	Honkai Impact 3	Multiple or borderline candidates; no mapping was guessed.
3376	not_found	Steins;Gate: Mugen Enten no Arc Light	SparkManga search returned no usable /manga/ candidate.
3377	not_found	Konjiki no Word Master – Yuusha Yonin ni Makikomareta Unique Cheat	SparkManga search returned no usable /manga/ candidate.
3381	not_found	Black Lagoon	SparkManga search returned no usable /manga/ candidate.
3414	ambiguous	Rurouni Kenshin: Hokkaido Arc	Spark slug is already mapped to series_id=1633.
3425	not_found	Kimi to Wonderland	SparkManga search returned no usable /manga/ candidate.
3430	not_found	Fact or Fiction?	SparkManga search returned no usable /manga/ candidate.
3441	not_found	Godess Creation System	SparkManga search returned no usable /manga/ candidate.
3474	not_found	Ekho	SparkManga search returned no usable /manga/ candidate.
3475	ambiguous	Shiki	Multiple or borderline candidates; no mapping was guessed.
3476	not_found	Kareshi no Neko ga Kawaikunai	SparkManga search returned no usable /manga/ candidate.
3479	not_found	Sensei Hakusho	SparkManga search returned no usable /manga/ candidate.
3482	ambiguous	Mermaid Boys	Multiple or borderline candidates; no mapping was guessed.
3485	not_found	Fulldrum	SparkManga search returned no usable /manga/ candidate.
3489	not_found	Meikyuu Black Company	SparkManga search returned no usable /manga/ candidate.
3492	ambiguous	Arte	Multiple or borderline candidates; no mapping was guessed.
3500	ambiguous	confession	Multiple or borderline candidates; no mapping was guessed.
3543	ambiguous	The Hidden	Multiple or borderline candidates; no mapping was guessed.
3558	ambiguous	CHANGE	Multiple or borderline candidates; no mapping was guessed.
3569	ambiguous	GET	Multiple or borderline candidates; no mapping was guessed.
3571	ambiguous	12-Sai.	Multiple or borderline candidates; no mapping was guessed.
3582	not_found	Black Feather Love Song	SparkManga search returned no usable /manga/ candidate.
3585	ambiguous	Princess Agent	Multiple or borderline candidates; no mapping was guessed.
3640	ambiguous	Online - The Comic	Multiple or borderline candidates; no mapping was guessed.
3763	not_found	Tensei Shichattayo (Iya, Gomen)	SparkManga search returned no usable /manga/ candidate.
3779	not_found	Yuuwaku Honey	SparkManga search returned no usable /manga/ candidate.
3782	not_found	Saiki Kusuo No Sainan	SparkManga search returned no usable /manga/ candidate.
3785	not_found	boku no hatsukoi wo kimi ni sasagu	SparkManga search returned no usable /manga/ candidate.
3787	not_found	Ohisama ni kiss	SparkManga search returned no usable /manga/ candidate.
3789	not_found	Different Nation	SparkManga search returned no usable /manga/ candidate.
3790	not_found	Share kiss love	SparkManga search returned no usable /manga/ candidate.
3791	not_found	Senpai, Ano ne.	SparkManga search returned no usable /manga/ candidate.
3794	not_found	Ichi (YAMAMOTO Hideo)	SparkManga search returned no usable /manga/ candidate.
3797	not_found	Consumua and Sudutist!	SparkManga search returned no usable /manga/ candidate.
3799	not_found	Tribe-X	Candidates existed, but none reached the safe match threshold.
3800	not_found	Ayakashi Okusuri Techou	SparkManga search returned no usable /manga/ candidate.
3802	not_found	QIN XIA	Candidates existed, but none reached the safe match threshold.
3803	not_found	Class ga Isekai Shoukan sareta Naka Ore dake Nokotta n desu ga	SparkManga search returned no usable /manga/ candidate.
3805	not_found	Surviving Demon Chapter	SparkManga search returned no usable /manga/ candidate.
3806	not_found	Prison Princess	Candidates existed, but none reached the safe match threshold.
3808	not_found	Incredible Warring States	SparkManga search returned no usable /manga/ candidate.
3809	not_found	Ernak	SparkManga search returned no usable /manga/ candidate.
3810	not_found	Mayonaka no Stellarium	SparkManga search returned no usable /manga/ candidate.
3811	not_found	Hajimete, Moratte Ii Desuka	SparkManga search returned no usable /manga/ candidate.
3814	not_found	Black Out	SparkManga search returned no usable /manga/ candidate.
3815	not_found	After an Exorcism	SparkManga search returned no usable /manga/ candidate.
3817	not_found	Memory Lost	Candidates existed, but none reached the safe match threshold.
3818	not_found	Konna Amai Koto, Shiranai....	SparkManga search returned no usable /manga/ candidate.
3819	not_found	Krueger & Faust	SparkManga search returned no usable /manga/ candidate.
3820	not_found	Zanuff The Butcher	SparkManga search returned no usable /manga/ candidate.
3821	not_found	Mukai	SparkManga search returned no usable /manga/ candidate.
3822	not_found	Ore to Akuma no Blues	SparkManga search returned no usable /manga/ candidate.
3823	not_found	‏Peerless Alchemist	SparkManga search returned no usable /manga/ candidate.
3824	not_found	Oath - v1	SparkManga search returned no usable /manga/ candidate.
3825	not_found	Zhu Xian Yu Jianxing	SparkManga search returned no usable /manga/ candidate.
3828	not_found	Wake Atte Kinou Ubawaremashita	SparkManga search returned no usable /manga/ candidate.
3830	not_found	Out of Batteries	SparkManga search returned no usable /manga/ candidate.
3831	not_found	Sp x Baby	Candidates existed, but none reached the safe match threshold.
3832	not_found	NSD GAMING	SparkManga search returned no usable /manga/ candidate.
3833	not_found	Kawaii Hito. (ASAGI Hikaru)	SparkManga search returned no usable /manga/ candidate.
3834	not_found	Why did we meet?	SparkManga search returned no usable /manga/ candidate.
3835	not_found	Unlovable Replacement VERSION 1	SparkManga search returned no usable /manga/ candidate.
3836	not_found	Lien no Tou yori	SparkManga search returned no usable /manga/ candidate.
3840	not_found	Jewelry - Hane to Kotori no Subarashiki Hibi	SparkManga search returned no usable /manga/ candidate.
